,reaction name,,total,fatal,name0,name1,level,vax_name,sheet
50,Phimosis,,1.0,0.0,Congenital disorders,Male reproductive tract disorders congenital,3,pfizer,Table 24
51,Musculoskeletal and connective tissue disorders of limbs congenital,,,,Congenital disorders,,2,pfizer,Table 24
52,Developmental hip dysplasia,,1.0,0.0,Congenital disorders,Musculoskeletal and connective tissue disorders of limbs congenital,3,pfizer,Table 24
53,Musculoskeletal and connective tissue disorders of spine congenital,,,,Congenital disorders,,2,pfizer,Table 24
54,Block vertebra,,1.0,0.0,Congenital disorders,Musculoskeletal and connective tissue disorders of spine congenital,3,pfizer,Table 24
55,Congenital disordersCongenital disorders cont'd,,,,Congenital disorders,,2,pfizer,Table 24
56,Brachyolmia,,1.0,0.0,Congenital disorders,Congenital disordersCongenital disorders cont'd,3,pfizer,Table 24
57,Neurological disorders congenital NEC,,,,Congenital disorders,,2,pfizer,Table 24
58,Familial hemiplegic migraine,,2.0,0.0,Congenital disorders,Neurological disorders congenital NEC,3,pfizer,Table 24
59,Familial periodic paralysis,,1.0,0.0,Congenital disorders,Neurological disorders congenital NEC,3,pfizer,Table 24
60,Moebius II syndrome,,1.0,0.0,Congenital disorders,Neurological disorders congenital NEC,3,pfizer,Table 24
61,Tourette's disorder,,2.0,0.0,Congenital disorders,Neurological disorders congenital NEC,3,pfizer,Table 24
62,Ocular disorders congenital NEC,,,,Congenital disorders,,2,pfizer,Table 24
63,Colour blindness,,4.0,0.0,Congenital disorders,Ocular disorders congenital NEC,3,pfizer,Table 24
64,Congenital eye disorder,,1.0,0.0,Congenital disorders,Ocular disorders congenital NEC,3,pfizer,Table 24
65,Palate disorders congenital,,,,Congenital disorders,,2,pfizer,Table 24
66,Cleft lip and palate,,2.0,0.0,Congenital disorders,Palate disorders congenital,3,pfizer,Table 24
67,Peripheral nervous system disorders congenital NEC,,,,Congenital disorders,,2,pfizer,Table 24
68,Hereditary neuropathy with liability to pressure palsies,,1.0,0.0,Congenital disorders,Peripheral nervous system disorders congenital NEC,3,pfizer,Table 24
69,Paroxysmal extreme pain disorder,,1.0,0.0,Congenital disorders,Peripheral nervous system disorders congenital NEC,3,pfizer,Table 24
70,Pulmonary and bronchial disorders congenital,,,,Congenital disorders,,2,pfizer,Table 24
71,Congenital cystic lung,,1.0,0.0,Congenital disorders,Pulmonary and bronchial disorders congenital,3,pfizer,Table 24
72,Retinal disorders congenital,,,,Congenital disorders,,2,pfizer,Table 24
73,Retinitis pigmentosa,,1.0,0.0,Congenital disorders,Retinal disorders congenital,3,pfizer,Table 24
74,Sex chromosomal abnormalities,,,,Congenital disorders,,2,pfizer,Table 24
75,Turner's syndrome,,1.0,0.0,Congenital disorders,Sex chromosomal abnormalities,3,pfizer,Table 24
76,Skin and subcutaneous tissue disorders congenital NEC,,,,Congenital disorders,,2,pfizer,Table 24
77,Acral peeling skin syndrome,,1.0,0.0,Congenital disorders,Skin and subcutaneous tissue disorders congenital NEC,3,pfizer,Table 24
78,Tongue disorders congenital,,,,Congenital disorders,,2,pfizer,Table 24
79,Ankyloglossia congenital,,1.0,0.0,Congenital disorders,Tongue disorders congenital,3,pfizer,Table 24
80,Venous disorders congenital,,,,Congenital disorders,,2,pfizer,Table 24
81,Anomalous pulmonary venous connection,,1.0,0.0,Congenital disorders,Venous disorders congenital,3,pfizer,Table 24
82,Congenital disorders SOC TOTAL,,76.0,0.0,Congenital disorders,Venous disorders congenital,4,pfizer,Table 24
1,Ear disorders,,,,Ear disorders,,1,pfizer,Table 24
2,Ear disorders NEC,,,,Ear disorders,,2,pfizer,Table 24
3,Ear canal erythema,,1.0,0.0,Ear disorders,Ear disorders NEC,3,pfizer,Table 24
4,Ear congestion,,29.0,0.0,Ear disorders,Ear disorders NEC,3,pfizer,Table 24
5,Ear discomfort,,89.0,0.0,Ear disorders,Ear disorders NEC,3,pfizer,Table 24
6,Ear disorder,,15.0,0.0,Ear disorders,Ear disorders NEC,3,pfizer,Table 24
7,Ear haemorrhage,,9.0,0.0,Ear disorders,Ear disorders NEC,3,pfizer,Table 24
8,Ear pain,,888.0,0.0,Ear disorders,Ear disorders NEC,3,pfizer,Table 24
9,Ear pruritus,,9.0,0.0,Ear disorders,Ear disorders NEC,3,pfizer,Table 24
10,Ear swelling,,33.0,0.0,Ear disorders,Ear disorders NEC,3,pfizer,Table 24
11,Otorrhoea,,4.0,0.0,Ear disorders,Ear disorders NEC,3,pfizer,Table 24
12,Eustachian tube disorders,,,,Ear disorders,,2,pfizer,Table 24
13,Eustachian tube disorder,,4.0,0.0,Ear disorders,Eustachian tube disorders,3,pfizer,Table 24
14,Eustachian tube dysfunction,,8.0,0.0,Ear disorders,Eustachian tube disorders,3,pfizer,Table 24
15,Eustachian tube obstruction,,4.0,0.0,Ear disorders,Eustachian tube disorders,3,pfizer,Table 24
16,External ear disorders NEC,,,,Ear disorders,,2,pfizer,Table 24
17,Auricular swelling,,2.0,0.0,Ear disorders,External ear disorders NEC,3,pfizer,Table 24
18,Excessive cerumen production,,8.0,0.0,Ear disorders,External ear disorders NEC,3,pfizer,Table 24
19,External ear pain,,2.0,0.0,Ear disorders,External ear disorders NEC,3,pfizer,Table 24
20,Red ear syndrome,,2.0,0.0,Ear disorders,External ear disorders NEC,3,pfizer,Table 24
21,External ear infections and inflammations,,,,Ear disorders,,2,pfizer,Table 24
22,External ear inflammation,,2.0,0.0,Ear disorders,External ear infections and inflammations,3,pfizer,Table 24
23,Hearing disorders NEC,,,,Ear disorders,,2,pfizer,Table 24
24,Auditory disorder,,6.0,0.0,Ear disorders,Hearing disorders NEC,3,pfizer,Table 24
25,Diplacusis,,2.0,0.0,Ear disorders,Hearing disorders NEC,3,pfizer,Table 24
26,Hearing losses,,,,Ear disorders,,2,pfizer,Table 24
27,Conductive deafness,,1.0,0.0,Ear disorders,Hearing losses,3,pfizer,Table 24
28,Deafness,,219.0,0.0,Ear disorders,Hearing losses,3,pfizer,Table 24
29,Deafness bilateral,,6.0,0.0,Ear disorders,Hearing losses,3,pfizer,Table 24
30,Deafness neurosensory,,17.0,0.0,Ear disorders,Hearing losses,3,pfizer,Table 24
31,Deafness transitory,,6.0,0.0,Ear disorders,Hearing losses,3,pfizer,Table 24
32,Deafness unilateral,,29.0,0.0,Ear disorders,Hearing losses,3,pfizer,Table 24
33,Hypoacusis,,165.0,0.0,Ear disorders,Hearing losses,3,pfizer,Table 24
34,Sudden hearing loss,,41.0,0.0,Ear disorders,Hearing losses,3,pfizer,Table 24
35,Hyperacusia,,,,Ear disorders,,2,pfizer,Table 24
36,Hyperacusis,,50.0,0.0,Ear disorders,Hyperacusia,3,pfizer,Table 24
37,Misophonia,,3.0,0.0,Ear disorders,Hyperacusia,3,pfizer,Table 24
38,Inner ear disorders NEC,,,,Ear disorders,,2,pfizer,Table 24
39,Acute vestibular syndrome,,2.0,0.0,Ear disorders,Inner ear disorders NEC,3,pfizer,Table 24
40,Inner ear disorder,,12.0,0.0,Ear disorders,Inner ear disorders NEC,3,pfizer,Table 24
41,Meniere's disease,,11.0,0.0,Ear disorders,Inner ear disorders NEC,3,pfizer,Table 24
42,Vestibular disorder,,10.0,0.0,Ear disorders,Inner ear disorders NEC,3,pfizer,Table 24
43,Inner ear infections and inflammations,,,,Ear disorders,,2,pfizer,Table 24
44,Inner ear inflammation,,8.0,0.0,Ear disorders,Inner ear infections and inflammations,3,pfizer,Table 24
45,Inner ear signs and symptoms,,,,Ear disorders,,2,pfizer,Table 24
46,Motion sickness,,56.0,0.0,Ear disorders,Inner ear signs and symptoms,3,pfizer,Table 24
47,Tinnitus,,1770.0,0.0,Ear disorders,Inner ear signs and symptoms,3,pfizer,Table 24
48,Vertigo,,1275.0,0.0,Ear disorders,Inner ear signs and symptoms,3,pfizer,Table 24
49,Vertigo labyrinthine,,10.0,0.0,Ear disorders,Inner ear signs and symptoms,3,pfizer,Table 24
50,Vertigo positional,,69.0,0.0,Ear disorders,Inner ear signs and symptoms,3,pfizer,Table 24
51,Mastoid disorders,,,,Ear disorders,,2,pfizer,Table 24
52,Mastoid effusion,,1.0,0.0,Ear disorders,Mastoid disorders,3,pfizer,Table 24
53,Middle ear disorders NEC,,,,Ear disorders,,2,pfizer,Table 24
54,Middle ear disorder,,3.0,0.0,Ear disorders,Middle ear disorders NEC,3,pfizer,Table 24
55,Ear disorders            Ear disorders cont'd,,,,Ear disorders,,2,pfizer,Table 24
56,Middle ear effusion,,1.0,0.0,Ear disorders,Ear disorders            Ear disorders cont'd,3,pfizer,Table 24
57,Middle ear infections and inflammations,,,,Ear disorders,,2,pfizer,Table 24
58,Middle ear inflammation,,1.0,0.0,Ear disorders,Middle ear infections and inflammations,3,pfizer,Table 24
59,Tympanic membrane disorders (excl infections),,,,Ear disorders,,2,pfizer,Table 24
60,Tympanic membrane perforation,,3.0,0.0,Ear disorders,Tympanic membrane disorders (excl infections),3,pfizer,Table 24
61,Ear disorders SOC TOTAL,,4886.0,0.0,Ear disorders,Tympanic membrane disorders (excl infections),4,pfizer,Table 24
1,Endocrine disorders,,,,Endocrine disorders,,1,pfizer,Table 24
2,Acute and chronic thyroiditis,,,,Endocrine disorders,,2,pfizer,Table 24
3,Autoimmune thyroiditis,,2.0,0.0,Endocrine disorders,Acute and chronic thyroiditis,3,pfizer,Table 24
4,Thyroiditis,,17.0,0.0,Endocrine disorders,Acute and chronic thyroiditis,3,pfizer,Table 24
5,Thyroiditis acute,,2.0,0.0,Endocrine disorders,Acute and chronic thyroiditis,3,pfizer,Table 24
6,Thyroiditis subacute,,3.0,0.0,Endocrine disorders,Acute and chronic thyroiditis,3,pfizer,Table 24
7,Adrenal cortical hypofunctions,,,,Endocrine disorders,,2,pfizer,Table 24
8,Addison's disease,,2.0,0.0,Endocrine disorders,Adrenal cortical hypofunctions,3,pfizer,Table 24
9,Adrenal insufficiency,,2.0,0.0,Endocrine disorders,Adrenal cortical hypofunctions,3,pfizer,Table 24
10,Adrenocortical insufficiency acute,,13.0,0.0,Endocrine disorders,Adrenal cortical hypofunctions,3,pfizer,Table 24
11,Adrenal gland disorders NEC,,,,Endocrine disorders,,2,pfizer,Table 24
12,Adrenal haemorrhage,,2.0,0.0,Endocrine disorders,Adrenal gland disorders NEC,3,pfizer,Table 24
13,Anterior pituitary hyperfunction,,,,Endocrine disorders,,2,pfizer,Table 24
14,Pituitary-dependent Cushing's syndrome,,1.0,0.0,Endocrine disorders,Anterior pituitary hyperfunction,3,pfizer,Table 24
15,Anterior pituitary hypofunction,,,,Endocrine disorders,,2,pfizer,Table 24
16,Hypopituitarism,,1.0,0.0,Endocrine disorders,Anterior pituitary hypofunction,3,pfizer,Table 24
17,Endocrine abnormalities of gonadal function NEC,,,,Endocrine disorders,,2,pfizer,Table 24
18,Oestrogen deficiency,,1.0,0.0,Endocrine disorders,Endocrine abnormalities of gonadal function NEC,3,pfizer,Table 24
19,Endocrine abnormalities of puberty,,,,Endocrine disorders,,2,pfizer,Table 24
20,Delayed menarche,,4.0,0.0,Endocrine disorders,Endocrine abnormalities of puberty,3,pfizer,Table 24
21,Premature menarche,,16.0,0.0,Endocrine disorders,Endocrine abnormalities of puberty,3,pfizer,Table 24
22,Female gonadal function disorders,,,,Endocrine disorders,,2,pfizer,Table 24
23,Anovulatory cycle,,46.0,0.0,Endocrine disorders,Female gonadal function disorders,3,pfizer,Table 24
24,Ovulation delayed,,32.0,0.0,Endocrine disorders,Female gonadal function disorders,3,pfizer,Table 24
25,Male gonadal function disorders,,,,Endocrine disorders,,2,pfizer,Table 24
26,Androgen deficiency,,1.0,0.0,Endocrine disorders,Male gonadal function disorders,3,pfizer,Table 24
27,Thyroid disorders NEC,,,,Endocrine disorders,,2,pfizer,Table 24
28,Autoimmune thyroid disorder,,1.0,0.0,Endocrine disorders,Thyroid disorders NEC,3,pfizer,Table 24
29,Goitre,,12.0,0.0,Endocrine disorders,Thyroid disorders NEC,3,pfizer,Table 24
30,Thyroid disorder,,7.0,0.0,Endocrine disorders,Thyroid disorders NEC,3,pfizer,Table 24
31,Thyroid mass,,1.0,0.0,Endocrine disorders,Thyroid disorders NEC,3,pfizer,Table 24
32,Thyroid pain,,6.0,0.0,Endocrine disorders,Thyroid disorders NEC,3,pfizer,Table 24
33,Thyroid hyperfunction disorders,,,,Endocrine disorders,,2,pfizer,Table 24
34,Basedow's disease,,8.0,0.0,Endocrine disorders,Thyroid hyperfunction disorders,3,pfizer,Table 24
35,Hyperthyroidism,,31.0,0.0,Endocrine disorders,Thyroid hyperfunction disorders,3,pfizer,Table 24
36,Thyrotoxic crisis,,3.0,0.0,Endocrine disorders,Thyroid hyperfunction disorders,3,pfizer,Table 24
37,Thyroid hypofunction disorders,,,,Endocrine disorders,,2,pfizer,Table 24
38,Autoimmune hypothyroidism,,1.0,0.0,Endocrine disorders,Thyroid hypofunction disorders,3,pfizer,Table 24
39,Hypothyroidism,,28.0,0.0,Endocrine disorders,Thyroid hypofunction disorders,3,pfizer,Table 24
40,Myxoedema,,1.0,0.0,Endocrine disorders,Thyroid hypofunction disorders,3,pfizer,Table 24
41,Endocrine disorders SOC TOTAL,,244.0,0.0,Endocrine disorders,Thyroid hypofunction disorders,4,pfizer,Table 24
1,Eye disorders,,,,Eye disorders,,1,pfizer,Table 24
2,Amblyopic vision impairment,,,,Eye disorders,,2,pfizer,Table 24
3,Amblyopia,,6.0,0.0,Eye disorders,Amblyopic vision impairment,3,pfizer,Table 24
4,Cataract conditions,,,,Eye disorders,,2,pfizer,Table 24
5,Cataract,,11.0,0.0,Eye disorders,Cataract conditions,3,pfizer,Table 24
6,Choroid and vitreous haemorrhages and vascular disorders,,,,Eye disorders,,2,pfizer,Table 24
7,Choroidal haemorrhage,,1.0,0.0,Eye disorders,Choroid and vitreous haemorrhages and vascular disorders,3,pfizer,Table 24
8,Choroidal neovascularisation,,1.0,0.0,Eye disorders,Choroid and vitreous haemorrhages and vascular disorders,3,pfizer,Table 24
9,Vitreous haemorrhage,,3.0,0.0,Eye disorders,Choroid and vitreous haemorrhages and vascular disorders,3,pfizer,Table 24
10,"Choroid and vitreous structural change, deposit and degeneration",,,,Eye disorders,,2,pfizer,Table 24
11,Chorioretinopathy,,5.0,0.0,Eye disorders,"Choroid and vitreous structural change, deposit and degeneration",3,pfizer,Table 24
12,Vitreous detachment,,17.0,0.0,Eye disorders,"Choroid and vitreous structural change, deposit and degeneration",3,pfizer,Table 24
13,Vitreous floaters,,80.0,0.0,Eye disorders,"Choroid and vitreous structural change, deposit and degeneration",3,pfizer,Table 24
14,Colour blindness (incl acquired),,,,Eye disorders,,2,pfizer,Table 24
15,Dyschromatopsia,,8.0,0.0,Eye disorders,Colour blindness (incl acquired),3,pfizer,Table 24
16,Conjunctival and corneal bleeding and vascular disorders,,,,Eye disorders,,2,pfizer,Table 24
17,Conjunctival haemorrhage,,38.0,0.0,Eye disorders,Conjunctival and corneal bleeding and vascular disorders,3,pfizer,Table 24
18,"Conjunctival infections, irritations and inflammations",,,,Eye disorders,,2,pfizer,Table 24
19,Conjunctival hyperaemia,,2.0,0.0,Eye disorders,"Conjunctival infections, irritations and inflammations",3,pfizer,Table 24
20,Conjunctival irritation,,1.0,0.0,Eye disorders,"Conjunctival infections, irritations and inflammations",3,pfizer,Table 24
21,Conjunctival oedema,,3.0,0.0,Eye disorders,"Conjunctival infections, irritations and inflammations",3,pfizer,Table 24
22,Conjunctivitis allergic,,1.0,0.0,Eye disorders,"Conjunctival infections, irritations and inflammations",3,pfizer,Table 24
23,"Corneal infections, oedemas and inflammations",,,,Eye disorders,,2,pfizer,Table 24
24,Corneal oedema,,2.0,0.0,Eye disorders,"Corneal infections, oedemas and inflammations",3,pfizer,Table 24
25,Keratitis,,6.0,0.0,Eye disorders,"Corneal infections, oedemas and inflammations",3,pfizer,Table 24
26,Ulcerative keratitis,,5.0,0.0,Eye disorders,"Corneal infections, oedemas and inflammations",3,pfizer,Table 24
27,Eyelid movement disorders,,,,Eye disorders,,2,pfizer,Table 24
28,Blepharospasm,,136.0,0.0,Eye disorders,Eyelid movement disorders,3,pfizer,Table 24
29,Excessive eye blinking,,5.0,0.0,Eye disorders,Eyelid movement disorders,3,pfizer,Table 24
30,Eyelid function disorder,,3.0,0.0,Eye disorders,Eyelid movement disorders,3,pfizer,Table 24
31,Eyelid myokymia,,4.0,0.0,Eye disorders,Eyelid movement disorders,3,pfizer,Table 24
32,Eyelid ptosis,,41.0,0.0,Eye disorders,Eyelid movement disorders,3,pfizer,Table 24
33,Paralytic lagophthalmos,,2.0,0.0,Eye disorders,Eyelid movement disorders,3,pfizer,Table 24
34,Glaucomas (excl congenital),,,,Eye disorders,,2,pfizer,Table 24
35,Angle closure glaucoma,,2.0,0.0,Eye disorders,Glaucomas (excl congenital),3,pfizer,Table 24
36,Glaucoma,,6.0,0.0,Eye disorders,Glaucomas (excl congenital),3,pfizer,Table 24
37,"Iris and ciliary body structural change, deposit and degeneration",,,,Eye disorders,,2,pfizer,Table 24
38,Eye colour change,,2.0,0.0,Eye disorders,"Iris and ciliary body structural change, deposit and degeneration",3,pfizer,Table 24
39,"Iris and uveal tract infections, irritations and inflammations",,,,Eye disorders,,2,pfizer,Table 24
40,Autoimmune uveitis,,1.0,0.0,Eye disorders,"Iris and uveal tract infections, irritations and inflammations",3,pfizer,Table 24
41,Iridocyclitis,,14.0,0.0,Eye disorders,"Iris and uveal tract infections, irritations and inflammations",3,pfizer,Table 24
42,Iritis,,7.0,0.0,Eye disorders,"Iris and uveal tract infections, irritations and inflammations",3,pfizer,Table 24
43,Uveitis,,43.0,0.0,Eye disorders,"Iris and uveal tract infections, irritations and inflammations",3,pfizer,Table 24
44,Lacrimation disorders,,,,Eye disorders,,2,pfizer,Table 24
45,Dry eye,,133.0,0.0,Eye disorders,Lacrimation disorders,3,pfizer,Table 24
46,Lacrimation increased,,119.0,0.0,Eye disorders,Lacrimation disorders,3,pfizer,Table 24
47,Lid bleeding and vascular disorders,,,,Eye disorders,,2,pfizer,Table 24
48,Eyelid bleeding,,1.0,0.0,Eye disorders,Lid bleeding and vascular disorders,3,pfizer,Table 24
49,"Lid, lash and lacrimal infections, irritations and inflammations",,,,Eye disorders,,2,pfizer,Table 24
50,Blepharitis,,13.0,0.0,Eye disorders,"Lid, lash and lacrimal infections, irritations and inflammations",3,pfizer,Table 24
51,Chalazion,,7.0,0.0,Eye disorders,"Lid, lash and lacrimal infections, irritations and inflammations",3,pfizer,Table 24
52,Eczema eyelids,,7.0,0.0,Eye disorders,"Lid, lash and lacrimal infections, irritations and inflammations",3,pfizer,Table 24
53,Erythema of eyelid,,9.0,0.0,Eye disorders,"Lid, lash and lacrimal infections, irritations and inflammations",3,pfizer,Table 24
54,Eyelid cyst,,4.0,0.0,Eye disorders,"Lid, lash and lacrimal infections, irritations and inflammations",3,pfizer,Table 24
55,Eye disorders           Eye disorders cont'd,,,,Eye disorders,,2,pfizer,Table 24
56,Eyelid irritation,,2.0,0.0,Eye disorders,Eye disorders           Eye disorders cont'd,3,pfizer,Table 24
57,Eyelid margin crusting,,4.0,0.0,Eye disorders,Eye disorders           Eye disorders cont'd,3,pfizer,Table 24
58,Eyelid oedema,,5.0,0.0,Eye disorders,Eye disorders           Eye disorders cont'd,3,pfizer,Table 24
59,Eyelid rash,,16.0,0.0,Eye disorders,Eye disorders           Eye disorders cont'd,3,pfizer,Table 24
60,Swelling of eyelid,,111.0,0.0,Eye disorders,Eye disorders           Eye disorders cont'd,3,pfizer,Table 24
61,Swollen tear duct,,1.0,0.0,Eye disorders,Eye disorders           Eye disorders cont'd,3,pfizer,Table 24
62,"Lid, lash and lacrimal structural disorders",,,,Eye disorders,,2,pfizer,Table 24
63,Dacryostenosis acquired,,1.0,0.0,Eye disorders,"Lid, lash and lacrimal structural disorders",3,pfizer,Table 24
64,Dermatochalasis,,1.0,0.0,Eye disorders,"Lid, lash and lacrimal structural disorders",3,pfizer,Table 24
65,Eyelash changes,,1.0,0.0,Eye disorders,"Lid, lash and lacrimal structural disorders",3,pfizer,Table 24
66,Eyelid exfoliation,,3.0,0.0,Eye disorders,"Lid, lash and lacrimal structural disorders",3,pfizer,Table 24
67,Eyelid skin dryness,,2.0,0.0,Eye disorders,"Lid, lash and lacrimal structural disorders",3,pfizer,Table 24
68,Eyelid thickening,,1.0,0.0,Eye disorders,"Lid, lash and lacrimal structural disorders",3,pfizer,Table 24
69,Floppy eyelid syndrome,,1.0,0.0,Eye disorders,"Lid, lash and lacrimal structural disorders",3,pfizer,Table 24
70,Growth of eyelashes,,3.0,0.0,Eye disorders,"Lid, lash and lacrimal structural disorders",3,pfizer,Table 24
71,Lagophthalmos,,3.0,0.0,Eye disorders,"Lid, lash and lacrimal structural disorders",3,pfizer,Table 24
72,Ocular bleeding and vascular disorders NEC,,,,Eye disorders,,2,pfizer,Table 24
73,Eye haematoma,,4.0,0.0,Eye disorders,Ocular bleeding and vascular disorders NEC,3,pfizer,Table 24
74,Eye haemorrhage,,26.0,0.0,Eye disorders,Ocular bleeding and vascular disorders NEC,3,pfizer,Table 24
